statinfo,unit,stk_flow,country,year,value
Thirty-year average,"Current prices, euro per capita",Losses,Norway,2014,20.38
Thirty-year average,"Current prices, euro per capita",Losses,Norway,2015,21.3
Thirty-year average,"Current prices, euro per capita",Losses,Norway,2016,22.07
Thirty-year average,"Current prices, euro per capita",Losses,Norway,2017,19.97
Thirty-year average,"Current prices, euro per capita",Losses,Norway,2018,19.98
Thirty-year average,"Current prices, euro per capita",Losses,Norway,2019,20.22
Thirty-year average,"Current prices, euro per capita",Losses,Norway,2020,18.71
Thirty-year average,"Current prices, euro per capita",Losses,Norway,2021,19.27
Thirty-year average,"Current prices, euro per capita",Losses,Norway,2022,14.98
Thirty-year average,"Current prices, euro per capita",Losses,Norway,2023,16.63
Thirty-year average,"Current prices, euro per capita",Losses,Poland,2009,13.97
Thirty-year average,"Current prices, euro per capita",Losses,Poland,2010,14.6
Thirty-year average,"Current prices, euro per capita",Losses,Poland,2011,14.59
Thirty-year average,"Current prices, euro per capita",Losses,Poland,2012,13.88
Thirty-year average,"Current prices, euro per capita",Losses,Poland,2013,13.61
Thirty-year average,"Current prices, euro per capita",Losses,Poland,2014,13.62
Thirty-year average,"Current prices, euro per capita",Losses,Poland,2015,12.27
Thirty-year average,"Current prices, euro per capita",Losses,Poland,2016,12.27
Thirty-year average,"Current prices, euro per capita",Losses,Poland,2017,11.67
Thirty-year average,"Current prices, euro per capita",Losses,Poland,2018,12.45
Thirty-year average,"Current prices, euro per capita",Losses,Poland,2019,12.46
Thirty-year average,"Current prices, euro per capita",Losses,Poland,2020,12.26
Thirty-year average,"Current prices, euro per capita",Losses,Poland,2021,12.57
Thirty-year average,"Current prices, euro per capita",Losses,Poland,2022,12.63
Thirty-year average,"Current prices, euro per capita",Losses,Poland,2023,12.67
Thirty-year average,"Current prices, euro per capita",Losses,Portugal,2009,30.65
Thirty-year average,"Current prices, euro per capita",Losses,Portugal,2010,35.54
Thirty-year average,"Current prices, euro per capita",Losses,Portugal,2011,35.57
Thirty-year average,"Current prices, euro per capita",Losses,Portugal,2012,35.68
Thirty-year average,"Current prices, euro per capita",Losses,Portugal,2013,35.53
Thirty-year average,"Current prices, euro per capita",Losses,Portugal,2014,35.71
Thirty-year average,"Current prices, euro per capita",Losses,Portugal,2015,34.61
Thirty-year average,"Current prices, euro per capita",Losses,Portugal,2016,35.58
Thirty-year average,"Current prices, euro per capita",Losses,Portugal,2017,42.95
Thirty-year average,"Current prices, euro per capita",Losses,Portugal,2018,43.55
Thirty-year average,"Current prices, euro per capita",Losses,Portugal,2019,45.42
Thirty-year average,"Current prices, euro per capita",Losses,Portugal,2020,45.66
Thirty-year average,"Current prices, euro per capita",Losses,Portugal,2021,45.52
Thirty-year average,"Current prices, euro per capita",Losses,Portugal,2022,49.04
Thirty-year average,"Current prices, euro per capita",Losses,Portugal,2023,48.67
Thirty-year average,"Current prices, euro per capita",Losses,Romania,2009,19.5
Thirty-year average,"Current prices, euro per capita",Losses,Romania,2010,22.1
Thirty-year average,"Current prices, euro per capita",Losses,Romania,2011,22.21
Thirty-year average,"Current prices, euro per capita",Losses,Romania,2012,22.36
Thirty-year average,"Current prices, euro per capita",Losses,Romania,2013,22.46
Thirty-year average,"Current prices, euro per capita",Losses,Romania,2014,23.57
Thirty-year average,"Current prices, euro per capita",Losses,Romania,2015,29.87
Thirty-year average,"Current prices, euro per capita",Losses,Romania,2016,30.04
Thirty-year average,"Current prices, euro per capita",Losses,Romania,2017,30.29
Thirty-year average,"Current prices, euro per capita",Losses,Romania,2018,30.72
Thirty-year average,"Current prices, euro per capita",Losses,Romania,2019,30.88
Thirty-year average,"Current prices, euro per capita",Losses,Romania,2020,31.89
Thirty-year average,"Current prices, euro per capita",Losses,Romania,2021,31.51
Thirty-year average,"Current prices, euro per capita",Losses,Romania,2022,33.64
Thirty-year average,"Current prices, euro per capita",Losses,Romania,2023,33.65
Thirty-year average,"Current prices, euro per capita",Losses,Sweden,2009,10.51
Thirty-year average,"Current prices, euro per capita",Losses,Sweden,2010,10.42
Thirty-year average,"Current prices, euro per capita",Losses,Sweden,2011,10.35
Thirty-year average,"Current prices, euro per capita",Losses,Sweden,2012,10.27
Thirty-year average,"Current prices, euro per capita",Losses,Sweden,2013,10.57
Thirty-year average,"Current prices, euro per capita",Losses,Sweden,2014,11.14
Thirty-year average,"Current prices, euro per capita",Losses,Sweden,2015,11.05
Thirty-year average,"Current prices, euro per capita",Losses,Sweden,2016,10.91
Thirty-year average,"Current prices, euro per capita",Losses,Sweden,2017,10.76
Thirty-year average,"Current prices, euro per capita",Losses,Sweden,2018,10.94
Thirty-year average,"Current prices, euro per capita",Losses,Sweden,2019,11.31
Thirty-year average,"Current prices, euro per capita",Losses,Sweden,2020,11.41
Thirty-year average,"Current prices, euro per capita",Losses,Sweden,2021,11.49
Thirty-year average,"Current prices, euro per capita",Losses,Sweden,2022,11.41
Thirty-year average,"Current prices, euro per capita",Losses,Sweden,2023,11.65
Thirty-year average,"Current prices, euro per capita",Losses,Slovenia,2009,76.37
Thirty-year average,"Current prices, euro per capita",Losses,Slovenia,2010,80.49
Thirty-year average,"Current prices, euro per capita",Losses,Slovenia,2011,80.33
Thirty-year average,"Current prices, euro per capita",Losses,Slovenia,2012,89.61
Thirty-year average,"Current prices, euro per capita",Losses,Slovenia,2013,89.48
Thirty-year average,"Current prices, euro per capita",Losses,Slovenia,2014,112.51
Thirty-year average,"Current prices, euro per capita",Losses,Slovenia,2015,112.43
Thirty-year average,"Current prices, euro per capita",Losses,Slovenia,2016,112.35
Thirty-year average,"Current prices, euro per capita",Losses,Slovenia,2017,115.74
Thirty-year average,"Current prices, euro per capita",Losses,Slovenia,2018,115.32
Thirty-year average,"Current prices, euro per capita",Losses,Slovenia,2019,117.7
Thirty-year average,"Current prices, euro per capita",Losses,Slovenia,2020,86.03
Thirty-year average,"Current prices, euro per capita",Losses,Slovenia,2021,85.45
Thirty-year average,"Current prices, euro per capita",Losses,Slovenia,2022,81.29
Thirty-year average,"Current prices, euro per capita",Losses,Slovenia,2023,230.78
Thirty-year average,"Current prices, euro per capita",Losses,Slovakia,2009,10.59
Thirty-year average,"Current prices, euro per capita",Losses,Slovakia,2010,10.87
Thirty-year average,"Current prices, euro per capita",Losses,Slovakia,2011,10.86
Thirty-year average,"Current prices, euro per capita",Losses,Slovakia,2012,10.84
Thirty-year average,"Current prices, euro per capita",Losses,Slovakia,2013,10.92
Thirty-year average,"Current prices, euro per capita",Losses,Slovakia,2014,10.91
Thirty-year average,"Current prices, euro per capita",Losses,Slovakia,2015,10.9
Thirty-year average,"Current prices, euro per capita",Losses,Slovakia,2016,10.88
Thirty-year average,"Current prices, euro per capita",Losses,Slovakia,2017,10.87
Thirty-year average,"Current prices, euro per capita",Losses,Slovakia,2018,10.85
Thirty-year average,"Current prices, euro per capita",Losses,Slovakia,2019,11.04
Thirty-year average,"Current prices, euro per capita",Losses,Slovakia,2020,11.16
Thirty-year average,"Current prices, euro per capita",Losses,Slovakia,2021,11.42
Thirty-year average,"Current prices, euro per capita",Losses,Slovakia,2022,11.98
Thirty-year average,"Current prices, euro per capita",Losses,Slovakia,2023,12.01
Thirty-year average,"Current prices, euro per capita",Losses,Türkiye,2009,2.14
Thirty-year average,"Current prices, euro per capita",Losses,Türkiye,2010,2.1
Thirty-year average,"Current prices, euro per capita",Losses,Türkiye,2011,2.07
Thirty-year average,"Current prices, euro per capita",Losses,Türkiye,2012,2.06
Thirty-year average,"Current prices, euro per capita",Losses,Türkiye,2013,2.04
Thirty-year average,"Current prices, euro per capita",Losses,Türkiye,2014,2.01
Thirty-year average,"Current prices, euro per capita",Losses,Türkiye,2015,1.99
Thirty-year average,"Current prices, euro per capita",Losses,Türkiye,2016,1.96
Thirty-year average,"Current prices, euro per capita",Losses,Türkiye,2017,2.19
Thirty-year average,"Current prices, euro per capita",Losses,Türkiye,2018,2.16
Thirty-year average,"Current prices, euro per capita",Losses,Türkiye,2019,2.19
Thirty-year average,"Current prices, euro per capita",Losses,Türkiye,2020,2.22
Thirty-year average,"Current prices, euro per capita",Losses,Türkiye,2021,2.46
Thirty-year average,"Current prices, euro per capita",Losses,Türkiye,2022,2.49
Thirty-year average,"Current prices, euro per capita",Losses,Türkiye,2023,2.51
Thirty-year average,"Current prices, million euro",Losses,Austria,2009,325.0
Thirty-year average,"Current prices, million euro",Losses,Austria,2010,325.0
Thirty-year average,"Current prices, million euro",Losses,Austria,2011,325.0
Thirty-year average,"Current prices, million euro",Losses,Austria,2012,325.0
Thirty-year average,"Current prices, million euro",Losses,Austria,2013,359.0
Thirty-year average,"Current prices, million euro",Losses,Austria,2014,359.0
Thirty-year average,"Current prices, million euro",Losses,Austria,2015,359.0
Thirty-year average,"Current prices, million euro",Losses,Austria,2016,359.0
Thirty-year average,"Current prices, million euro",Losses,Austria,2017,385.0
Thirty-year average,"Current prices, million euro",Losses,Austria,2018,398.0
Thirty-year average,"Current prices, million euro",Losses,Austria,2019,419.0
Thirty-year average,"Current prices, million euro",Losses,Austria,2020,409.0
Thirty-year average,"Current prices, million euro",Losses,Austria,2021,431.0
Thirty-year average,"Current prices, million euro",Losses,Austria,2022,438.0
Thirty-year average,"Current prices, million euro",Losses,Austria,2023,451.0
Thirty-year average,"Current prices, million euro",Losses,Belgium,2009,75.0
Thirty-year average,"Current prices, million euro",Losses,Belgium,2010,95.0
Thirty-year average,"Current prices, million euro",Losses,Belgium,2011,98.0
Thirty-year average,"Current prices, million euro",Losses,Belgium,2012,98.0
Thirty-year average,"Current prices, million euro",Losses,Belgium,2013,98.0
Thirty-year average,"Current prices, million euro",Losses,Belgium,2014,123.0
Thirty-year average,"Current prices, million euro",Losses,Belgium,2015,123.0
Thirty-year average,"Current prices, million euro",Losses,Belgium,2016,127.0
Thirty-year average,"Current prices, million euro",Losses,Belgium,2017,129.0
Thirty-year average,"Current prices, million euro",Losses,Belgium,2018,136.0
Thirty-year average,"Current prices, million euro",Losses,Belgium,2019,145.0
Thirty-year average,"Current prices, million euro",Losses,Belgium,2020,115.0
Thirty-year average,"Current prices, million euro",Losses,Belgium,2021,487.0
Thirty-year average,"Current prices, million euro",Losses,Belgium,2022,515.0
Thirty-year average,"Current prices, million euro",Losses,Belgium,2023,518.0
Thirty-year average,"Current prices, million euro",Losses,Bulgaria,2009,89.0
Thirty-year average,"Current prices, million euro",Losses,Bulgaria,2010,89.0
Thirty-year average,"Current prices, million euro",Losses,Bulgaria,2011,89.0
Thirty-year average,"Current prices, million euro",Losses,Bulgaria,2012,90.0
Thirty-year average,"Current prices, million euro",Losses,Bulgaria,2013,90.0
Thirty-year average,"Current prices, million euro",Losses,Bulgaria,2014,129.0
Thirty-year average,"Current prices, million euro",Losses,Bulgaria,2015,170.0
Thirty-year average,"Current prices, million euro",Losses,Bulgaria,2016,170.0
Thirty-year average,"Current prices, million euro",Losses,Bulgaria,2017,170.0
Thirty-year average,"Current prices, million euro",Losses,Bulgaria,2018,170.0
Thirty-year average,"Current prices, million euro",Losses,Bulgaria,2019,170.0
Thirty-year average,"Current prices, million euro",Losses,Bulgaria,2020,170.0
Thirty-year average,"Current prices, million euro",Losses,Bulgaria,2021,170.0
Thirty-year average,"Current prices, million euro",Losses,Bulgaria,2022,172.0
Thirty-year average,"Current prices, million euro",Losses,Bulgaria,2023,172.0
Thirty-year average,"Current prices, million euro",Losses,Switzerland,2009,593.0
Thirty-year average,"Current prices, million euro",Losses,Switzerland,2010,594.0
Thirty-year average,"Current prices, million euro",Losses,Switzerland,2011,594.0
Thirty-year average,"Current prices, million euro",Losses,Switzerland,2012,592.0
Thirty-year average,"Current prices, million euro",Losses,Switzerland,2013,600.0
Thirty-year average,"Current prices, million euro",Losses,Switzerland,2014,601.0
Thirty-year average,"Current prices, million euro",Losses,Switzerland,2015,599.0
Thirty-year average,"Current prices, million euro",Losses,Switzerland,2016,583.0
Thirty-year average,"Current prices, million euro",Losses,Switzerland,2017,477.0
Thirty-year average,"Current prices, million euro",Losses,Switzerland,2018,475.0
Thirty-year average,"Current prices, million euro",Losses,Switzerland,2019,481.0
Thirty-year average,"Current prices, million euro",Losses,Switzerland,2020,456.0
Thirty-year average,"Current prices, million euro",Losses,Switzerland,2021,469.0
Thirty-year average,"Current prices, million euro",Losses,Switzerland,2022,461.0
Thirty-year average,"Current prices, million euro",Losses,Switzerland,2023,450.0
Thirty-year average,"Current prices, million euro",Losses,Cyprus,2009,7.0
Thirty-year average,"Current prices, million euro",Losses,Cyprus,2010,7.0
